year,quarter,geo_type,geo_name,geo_parent,top_in,stat_type,count,amount
2020,1,PIN,700009,india,CON,TOTAL,13084249,24503076745.65929
2020,1,PIN,751001,india,CON,TOTAL,11782987,25543182753.84958
2020,1,PIN,400070,india,CON,TOTAL,10817537,21066837485.65125
2020,2,STA,karnataka,india,CON,TOTAL,213221712,321104877020.1418
2020,2,STA,maharashtra,india,CON,TOTAL,184790761,296359517159.4161
2020,2,STA,telangana,india,CON,TOTAL,152055143,321531839352.4223
2020,2,STA,andhra pradesh,india,CON,TOTAL,144917855,302583689746.5449
2020,2,STA,rajasthan,india,CON,TOTAL,101954656,193763273003.2828
2020,2,STA,uttar pradesh,india,CON,TOTAL,100851965,178744016130.31213
2020,2,STA,madhya pradesh,india,CON,TOTAL,76340573,147922015289.0844
2020,2,STA,delhi,india,CON,TOTAL,66042018,107873438203.33159
2020,2,STA,west bengal,india,CON,TOTAL,57676797,100099431877.3575
2020,2,STA,bihar,india,CON,TOTAL,53386742,128806523628.85281
2020,2,DIS,bengaluru urban,india,CON,TOTAL,132120979,176357097466.7659
2020,2,DIS,pune,india,CON,TOTAL,58840981,94890914730.75931
2020,2,DIS,hyderabad,india,CON,TOTAL,56374644,130820061488.3027
2020,2,DIS,jaipur,india,CON,TOTAL,43871862,88270816977.90562
2020,2,DIS,visakhapatnam,india,CON,TOTAL,25300401,48293889917.414375
2020,2,DIS,rangareddy,india,CON,TOTAL,18068048,31273545586.261528
2020,2,DIS,medchal malkajgiri,india,CON,TOTAL,17860704,29732057894.607735
2020,2,DIS,central delhi,india,CON,TOTAL,17641823,30418597739.352703
2020,2,DIS,khordha,india,CON,TOTAL,16842715,34814877058.41614
2020,2,DIS,ahmadabad,india,CON,TOTAL,16430916,32731896547.15032
2020,2,PIN,500001,india,CON,TOTAL,39752686,101961882246.8743
2020,2,PIN,560001,india,CON,TOTAL,38973791,66590268182.41566
2020,2,PIN,411004,india,CON,TOTAL,27617700,58352702890.56203
2020,2,PIN,302016,india,CON,TOTAL,22032140,53610675078.51194
2020,2,PIN,110006,india,CON,TOTAL,14401400,26006450222.98119
2020,2,PIN,110001,india,CON,TOTAL,9780539,21370003546.27849
2020,2,PIN,800001,india,CON,TOTAL,9603835,29875811977.924397
2020,2,PIN,751001,india,CON,TOTAL,9411361,23813152297.28731
2020,2,PIN,600003,india,CON,TOTAL,8641869,22394007817.575092
2020,2,PIN,380001,india,CON,TOTAL,8490730,21210698645.19712
2020,3,STA,karnataka,india,CON,TOTAL,300360531,470740515696.69446
2020,3,STA,maharashtra,india,CON,TOTAL,268310924,440307079012.4761
2020,3,STA,telangana,india,CON,TOTAL,236372126,505961144755.88354
2020,3,STA,andhra pradesh,india,CON,TOTAL,204902935,467084130584.9388
2020,3,STA,rajasthan,india,CON,TOTAL,149088676,293678306162.4698
2020,3,STA,uttar pradesh,india,CON,TOTAL,127405259,248689955423.0532
2020,3,STA,madhya pradesh,india,CON,TOTAL,108579881,205701679984.5376
2020,3,STA,delhi,india,CON,TOTAL,96491861,175163962804.6604
2020,3,STA,west bengal,india,CON,TOTAL,79954504,156813355855.1383
2020,3,STA,bihar,india,CON,TOTAL,71503748,173328865111.8144
2020,3,DIS,bengaluru urban,india,CON,TOTAL,188947684,261095181780.0901
2020,3,DIS,pune,india,CON,TOTAL,101472134,154366363808.0403
2020,3,DIS,hyderabad,india,CON,TOTAL,99285803,228448742377.476
2020,3,DIS,jaipur,india,CON,TOTAL,71797182,138189424031.45752
2020,3,DIS,visakhapatnam,india,CON,TOTAL,34421299,67628440368.111465
2020,3,DIS,central delhi,india,CON,TOTAL,32203761,61527717933.937614
2020,3,DIS,rangareddy,india,CON,TOTAL,29573243,51787722036.04455
2020,3,DIS,bhopal,india,CON,TOTAL,29560361,57525605025.51221
2020,3,DIS,medchal malkajgiri,india,CON,TOTAL,28698311,48831695001.78223
2020,3,DIS,khordha,india,CON,TOTAL,23387123,44638448273.52248
2020,3,PIN,500001,india,CON,TOTAL,70732132,177532009421.7673
2020,3,PIN,560001,india,CON,TOTAL,56516908,95602796543.47356
2020,3,PIN,411004,india,CON,TOTAL,49082232,94100767700.43585
2020,3,PIN,302016,india,CON,TOTAL,34723808,78104750484.0607
2020,3,PIN,110006,india,CON,TOTAL,27731187,53768475790.81149
2020,3,PIN,462008,india,CON,TOTAL,18608188,42836925858.3958
2020,3,PIN,800001,india,CON,TOTAL,14656027,41210183921.21666
2020,3,PIN,700009,india,CON,TOTAL,14161961,35897930520.84711
2020,3,PIN,751001,india,CON,TOTAL,11770940,27337331950.38349
2020,3,PIN,110001,india,CON,TOTAL,11598940,25361403335.98009
2020,4,STA,karnataka,india,CON,TOTAL,431536984,658036698565.0033
2020,4,STA,maharashtra,india,CON,TOTAL,407621004,622155530832.2584
2020,4,STA,telangana,india,CON,TOTAL,343643787,696350439226.9452
2020,4,STA,andhra pradesh,india,CON,TOTAL,286118552,654841546033.3186
2020,4,STA,rajasthan,india,CON,TOTAL,190283435,386034779836.4837
2020,4,STA,uttar pradesh,india,CON,TOTAL,178167517,357428826778.2578
2020,4,STA,madhya pradesh,india,CON,TOTAL,153652541,284275139772.3589
2020,4,STA,delhi,india,CON,TOTAL,120540417,216265088224.54352
2020,4,STA,tamil nadu,india,CON,TOTAL,111179701,206473197500.9926
2020,4,STA,west bengal,india,CON,TOTAL,100340645,199165491365.64682
2020,4,DIS,bengaluru urban,india,CON,TOTAL,267720411,352536741958.4486
2020,4,DIS,pune,india,CON,TOTAL,142350762,182511549425.14313
2020,4,DIS,hyderabad,india,CON,TOTAL,117008707,243045184188.2821
2020,4,DIS,jaipur,india,CON,TOTAL,82378485,159641718978.4174
2020,4,DIS,rangareddy,india,CON,TOTAL,53405219,89256130453.08658
2020,4,DIS,medchal malkajgiri,india,CON,TOTAL,49900746,81801106073.41168
2020,4,DIS,visakhapatnam,india,CON,TOTAL,46551467,91879823025.40399
2020,4,DIS,bhopal,india,CON,TOTAL,38492334,67905952477.88091
2020,4,DIS,central delhi,india,CON,TOTAL,32194168,61575435521.28284
2020,4,DIS,mumbai suburban,india,CON,TOTAL,31947471,52567087497.07484
2020,4,PIN,500001,india,CON,TOTAL,63797806,154104662898.1064
2020,4,PIN,560001,india,CON,TOTAL,56310863,93518053649.26508
2020,4,PIN,411004,india,CON,TOTAL,48628369,83733590846.60262
2020,4,PIN,302016,india,CON,TOTAL,31028451,71599277148.69725
2020,4,PIN,110006,india,CON,TOTAL,24969702,48831647275.47114
2020,4,PIN,462008,india,CON,TOTAL,20637374,44520942803.43778
2020,4,PIN,800001,india,CON,TOTAL,14983099,39976507362.54611
2020,4,PIN,600003,india,CON,TOTAL,11690163,26114457256.846283
2020,4,PIN,751001,india,CON,TOTAL,11637193,26523469788.723427
2020,4,PIN,700009,india,CON,TOTAL,11305243,28555964654.220158
2021,1,STA,karnataka,india,CON,TOTAL,523797492,754995357412.3948
2021,1,STA,maharashtra,india,CON,TOTAL,517860240,769887352153.2483
2021,1,STA,telangana,india,CON,TOTAL,412572110,799359264046.5657
2021,1,STA,andhra pradesh,india,CON,TOTAL,289747970,672444670176.5881
2021,1,STA,rajasthan,india,CON,TOTAL,252730919,491492581657.6335
2021,1,STA,uttar pradesh,india,CON,TOTAL,204499547,396287587577.5575
2021,1,STA,madhya pradesh,india,CON,TOTAL,201998498,343533954382.3015
2021,1,STA,delhi,india,CON,TOTAL,157359004,266928345043.49222
2021,1,STA,tamil nadu,india,CON,TOTAL,136556674,248668143873.6531
